CASE	CORPUS	FILE	MATCHLEMMA	COMPLEMENTIZER	TYPE	L1	REGISTER	L_COMP	L_COMPSUBJ	L_COMPREST	L_MATRV2CC	L_MATRBE4S	L_MATRSUBJ	L_MATRS2V	DPCW	DPWC	SURPRISAL
4724	ICE-GB	S1A-002	think	absent	obj	English	spoken	18	4	14	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4725	ICLE	GESA5024	think	absent	obj	German	written	15	4	11	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4726	ICE-GB	S1B-076	think	absent	obj	English	spoken	27	4	23	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4727	ICE-GB	S1B-022	think	present	obj	English	spoken	39	4	35	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4728	ICE-GB	S2B-007	think	present	obj	English	spoken	46	4	42	0	0	3	0	0.3747833441	0.4212680855	3.3589359996
4729	ICE-GB	S1A-042	think	absent	obj	English	spoken	70	4	66	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4730	ICE-GB	S1B-039	think	absent	obj	English	spoken	12	4	8	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4731	ICE-GB	S2A-060	think	present	obj	English	spoken	25	4	21	0	14	1	0	0.3747833441	0.4212680855	3.3589359996
4732	ICE-GB	W2C-003	think	absent	obj	English	written	30	4	26	0	0	2	0	0.3747833441	0.4212680855	3.3589359996
4733	ICE-GB	W1B-005	think	absent	obj	English	written	18	4	14	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4734	LINDSEI	GE030	think	absent	obj	German	spoken	30	4	26	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4735	ICE-GB	S1B-076	think	absent	obj	English	spoken	17	4	13	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4736	ICE-GB	S1B-037	think	absent	obj	English	spoken	7	4	3	0	0	3	0	0.3747833441	0.4212680855	3.3589359996
4737	ICE-GB	S1B-041	think	absent	obj	English	spoken	162	4	158	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4738	ICE-GB	S2A-007	think	absent	obj	English	spoken	118	4	114	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4739	ICE-GB	S1A-022	think	absent	obj	English	spoken	25	4	21	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4740	ICE-GB	S1B-018	think	absent	obj	English	spoken	21	4	17	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4741	ICE-GB	S1A-065	think	absent	obj	English	spoken	19	4	15	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4742	ICE-GB	S1B-078	think	absent	obj	English	spoken	20	4	16	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4743	ICLE	GEAU1024	think	absent	obj	German	written	32	4	28	0	7	1	0	0.3747833441	0.4212680855	3.3589359996
4744	ICE-GB	W1B-004	think	absent	obj	English	written	19	4	15	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4745	LINDSEI	GE042	think	absent	obj	German	spoken	26	4	22	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4746	ICE-GB	S1A-035	think	absent	obj	English	spoken	60	4	56	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4747	LINDSEI	GE005	think	absent	obj	German	spoken	20	4	16	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4748	ICE-GB	S1A-076	think	absent	obj	English	spoken	11	4	7	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4749	LINDSEI	SP018	think	present	obj	Spanish	spoken	24	11	13	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4750	LINDSEI	GE040	think	absent	obj	German	spoken	21	4	17	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4751	ICE-GB	W2C-020	think	absent	obj	English	written	26	4	22	0	23	1	0	0.3747833441	0.4212680855	3.3589359996
4752	LINDSEI	SP007	think	absent	obj	Spanish	spoken	24	4	20	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4753	LINDSEI	SP024	think	absent	obj	Spanish	spoken	12	4	8	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4754	ICLE	SPM04030	think	present	obj	Spanish	written	87	11	76	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4755	ICE-GB	S2A-027	think	absent	obj	English	spoken	140	4	136	0	8	1	0	0.3747833441	0.4212680855	3.3589359996
4756	LINDSEI	SP034	think	absent	obj	Spanish	spoken	49	4	45	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4757	ICE-GB	S1A-002	think	absent	obj	English	spoken	65	4	61	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4758	ICE-GB	S1B-012	think	absent	obj	English	spoken	118	4	114	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4759	ICE-GB	S1B-067	think	absent	obj	English	spoken	77	4	73	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4760	ICE-GB	S1B-067	think	absent	obj	English	spoken	31	4	27	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4761	LINDSEI	SP020	think	absent	obj	Spanish	spoken	10	4	6	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4762	ICE-GB	S1A-091	think	absent	obj	English	spoken	10	4	6	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4763	ICE-GB	S1A-061	think	absent	obj	English	spoken	15	4	11	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4764	ICE-GB	S1B-050	think	absent	obj	English	spoken	23	4	19	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4765	LINDSEI	GE023	think	present	obj	German	spoken	20	4	16	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4766	ICE-GB	S1B-066	think	absent	obj	English	spoken	22	4	18	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4767	LINDSEI	GE045	think	absent	obj	German	spoken	13	4	9	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4768	ICE-GB	S1A-016	think	absent	obj	English	spoken	11	4	7	0	0	3	0	0.3747833441	0.4212680855	3.3589359996
4769	LINDSEI	SP015	think	absent	obj	Spanish	spoken	27	4	23	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4770	ICE-GB	S1B-014	think	absent	obj	English	spoken	49	4	45	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4771	ICE-GB	S2B-003	think	absent	obj	English	spoken	67	4	63	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4772	ICE-GB	S1B-034	think	absent	obj	English	spoken	55	4	51	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4773	ICE-GB	S1B-031	think	absent	obj	English	spoken	80	4	76	0	7	1	0	0.3747833441	0.4212680855	3.3589359996
4774	ICE-GB	S1B-031	think	absent	obj	English	spoken	61	4	57	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4775	LINDSEI	GE029	think	present	obj	German	spoken	26	4	22	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4776	ICE-GB	S1B-078	think	absent	obj	English	spoken	46	4	42	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4777	ICE-GB	S1B-045	think	present	obj	English	spoken	30	4	26	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4778	ICE-GB	S1A-047	think	absent	obj	English	spoken	17	4	13	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4779	ICE-GB	S1A-022	think	absent	obj	English	spoken	15	4	11	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4780	ICE-GB	S1B-050	think	absent	obj	English	spoken	81	4	77	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4781	ICE-GB	S1B-065	think	absent	obj	English	spoken	21	4	17	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4782	ICE-GB	S1B-018	think	absent	obj	English	spoken	104	13	91	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4783	ICE-GB	S1A-002	think	absent	obj	English	spoken	29	4	25	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4784	ICE-GB	S1B-056	think	absent	obj	English	spoken	36	4	32	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4785	ICE-GB	S1A-002	think	absent	obj	English	spoken	62	4	58	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4786	ICE-GB	S1B-078	think	absent	obj	English	spoken	29	4	25	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4787	LINDSEI	SP001	think	absent	obj	Spanish	spoken	17	4	13	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4788	ICE-GB	S1B-029	think	absent	obj	English	spoken	28	4	24	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4789	LINDSEI	SP009	think	absent	obj	Spanish	spoken	16	4	12	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4790	LINDSEI	GE006	think	present	obj	German	spoken	9	4	5	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4791	ICE-GB	S1A-083	think	absent	obj	English	spoken	93	9	84	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4792	ICE-GB	S1B-041	think	present	obj	English	spoken	38	4	34	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4793	ICE-GB	S1B-041	think	present	obj	English	spoken	9	4	5	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4794	ICE-GB	S1A-002	think	present	obj	English	spoken	54	14	40	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4795	ICE-GB	S1B-035	think	absent	obj	English	spoken	75	4	71	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4796	ICE-GB	S1A-065	think	absent	obj	English	spoken	23	4	19	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4797	ICE-GB	S1A-023	think	absent	obj	English	spoken	25	4	21	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4798	ICE-GB	S1A-087	think	absent	obj	English	spoken	36	4	32	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4799	LINDSEI	SP008	think	absent	obj	Spanish	spoken	9	4	5	0	0	1	0	0.3747833441	0.4212680855	3.3589359996
4800	ICE-GB	S2B-007	think	absent	obj	English	spoken	19	4	15	0	0	3	0	0.3747833441	0.4212680855	3.3589359996
4801	ICE-GB	S2A-037	think	present	obj	English	spoken	19	4	15	0	0	3	0	0.3747833441	0.4212680855	3.3589359996
4802	ICLE	GEDR1024	think	present	obj	German	written	70	25	45	0	0	1	9	0.3747833441	0.4212680855	4.7666163878
4803	ICLE	SPM04041	think	absent	obj	Spanish	written	56	14	42	0	24	1	0	0.3747833441	0.4212680855	4.7666163878
4804	ICLE	GESA4009	think	present	obj	German	written	62	25	37	0	0	4	0	0.3747833441	0.4212680855	4.7666163878
4805	ICE-GB	W2F-002	think	absent	obj	English	written	34	11	23	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4806	ICE-GB	S2A-018	think	absent	obj	English	spoken	25	10	15	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4807	ICLE	SPM02003	think	present	obj	Spanish	written	33	12	21	0	7	15	5	0.3747833441	0.4212680855	4.7666163878
4808	ICE-GB	S1B-072	think	absent	obj	English	spoken	24	11	13	0	0	1	18	0.3747833441	0.4212680855	4.7666163878
4809	LINDSEI	SP009	think	absent	obj	Spanish	spoken	100	19	81	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4810	ICLE	SPM07002	think	absent	obj	Spanish	written	44	20	24	0	13	1	0	0.3747833441	0.4212680855	4.7666163878
4811	ICLE	SPM09007	think	absent	obj	Spanish	written	67	10	57	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4812	LINDSEI	SP026	think	absent	obj	Spanish	spoken	20	7	13	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4813	ICLE	SPM04002	think	present	obj	Spanish	written	109	43	66	0	0	18	0	0.3747833441	0.4212680855	4.7666163878
4814	ICE-GB	S1B-073	think	absent	obj	English	spoken	13	10	3	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4815	ICLE	GESA5036	think	absent	obj	German	written	77	51	26	0	8	28	34	0.3747833441	0.4212680855	4.7666163878
4816	ICE-GB	S1B-033	think	absent	obj	English	spoken	67	15	52	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4817	LINDSEI	SP009	think	absent	obj	Spanish	spoken	31	9	22	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4818	ICE-GB	S1A-023	think	absent	obj	English	spoken	19	9	10	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4819	LINDSEI	GE009	think	absent	obj	German	spoken	25	12	13	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4820	ICE-GB	S1B-036	think	present	obj	English	spoken	212	16	196	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4821	LINDSEI	GE038	think	present	obj	German	spoken	12	8	4	5	0	3	0	0.3747833441	0.4212680855	6.2986920917
4822	ICLE	SPM07004	think	present	obj	Spanish	written	81	28	53	0	0	2	0	0.3747833441	0.4212680855	4.7666163878
4823	ICE-GB	S1B-047	think	absent	obj	English	spoken	129	42	87	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4824	ICLE	SPM02010	think	absent	obj	Spanish	written	68	30	38	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4825	ICLE	SPM09006	think	absent	obj	Spanish	written	31	8	23	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4826	ICE-GB	S1B-039	think	absent	obj	English	spoken	139	18	121	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4827	ICE-GB	S1B-042	think	present	obj	English	spoken	112	41	71	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4828	ICLE	GEAU1077	think	present	obj	German	written	186	105	81	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4829	ICE-GB	S1A-037	think	absent	obj	English	spoken	29	10	19	0	0	4	0	0.3747833441	0.4212680855	4.7666163878
4830	ICLE	GESA4005	think	present	obj	German	written	63	10	53	0	0	4	0	0.3747833441	0.4212680855	4.7666163878
4831	ICE-GB	S1B-070	think	absent	obj	English	spoken	71	49	22	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4832	LINDSEI	GE027	think	present	obj	German	spoken	75	20	55	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4833	ICLE	SPM09003	think	present	obj	Spanish	written	51	35	16	0	16	1	0	0.3747833441	0.4212680855	4.7666163878
4834	LINDSEI	GE042	think	absent	obj	German	spoken	50	14	36	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4835	ICE-GB	S1B-024	think	absent	obj	English	spoken	68	31	37	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4836	ICE-GB	S1B-034	think	absent	obj	English	spoken	85	53	32	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4837	ICE-GB	S1B-052	think	absent	obj	English	spoken	79	57	22	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4838	ICE-GB	S1A-005	think	absent	obj	English	spoken	32	9	23	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4839	ICE-GB	S1B-052	think	absent	obj	English	spoken	65	11	54	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4840	ICE-GB	S1B-051	think	absent	obj	English	spoken	68	9	59	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4841	ICE-GB	S1A-060	think	absent	obj	English	spoken	134	37	97	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4842	LINDSEI	GE044	think	absent	obj	German	spoken	34	23	11	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4843	ICE-GB	S2A-004	think	absent	obj	English	spoken	27	20	7	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4844	ICLE	SPM03052	think	absent	obj	Spanish	written	23	10	13	0	6	6	0	0.3747833441	0.4212680855	4.7666163878
4845	ICE-GB	S1A-001	think	present	obj	English	spoken	175	32	143	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4846	ICE-GB	S1A-086	think	present	obj	English	spoken	61	13	48	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4847	ICE-GB	W2F-002	think	absent	obj	English	written	28	17	11	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4848	ICE-GB	S1B-018	think	absent	obj	English	spoken	17	10	7	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4849	ICE-GB	S1B-032	think	absent	obj	English	spoken	36	10	26	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4850	ICE-GB	W2C-007	think	absent	obj	English	written	89	12	77	0	0	10	0	0.3747833441	0.4212680855	4.7666163878
4851	ICE-GB	S1B-044	think	absent	obj	English	spoken	110	23	87	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4852	LINDSEI	SP016	think	absent	obj	Spanish	spoken	55	8	47	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4853	ICE-GB	S1B-020	think	absent	obj	English	spoken	167	50	117	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4854	ICE-GB	S2B-014	think	absent	obj	English	spoken	255	16	239	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4855	LINDSEI	SP009	think	absent	obj	Spanish	spoken	34	9	25	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4856	ICLE	SPM02015	think	present	obj	Spanish	written	25	10	15	0	74	1	4	0.3747833441	0.4212680855	4.7666163878
4857	ICE-GB	S1A-054	think	absent	obj	English	spoken	124	10	114	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4858	ICE-GB	S1B-042	think	absent	obj	English	spoken	128	20	108	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4859	ICE-GB	S2B-032	think	absent	obj	English	spoken	62	36	26	0	80	1	0	0.3747833441	0.4212680855	4.7666163878
4860	ICLE	GESA4006	think	present	obj	German	written	37	17	20	0	0	3	0	0.3747833441	0.4212680855	4.7666163878
4861	ICLE	SPM10015	think	present	obj	Spanish	written	98	16	82	0	0	2	13	0.3747833441	0.4212680855	4.7666163878
4862	ICE-GB	S1B-019	think	present	obj	English	spoken	500	37	463	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4863	LINDSEI	SP021	think	absent	obj	Spanish	spoken	63	11	52	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4864	ICE-GB	S1B-044	think	absent	obj	English	spoken	32	13	19	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4865	ICE-GB	S1B-032	think	absent	obj	English	spoken	47	29	18	0	8	1	0	0.3747833441	0.4212680855	4.7666163878
4866	ICE-GB	S1B-017	think	absent	obj	English	spoken	20	11	9	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4867	LINDSEI	SP022	think	absent	obj	Spanish	spoken	29	13	16	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4868	ICE-GB	S1B-024	think	absent	obj	English	spoken	98	2	96	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4869	ICLE	GESA4006	think	present	obj	German	written	37	17	20	0	0	3	0	0.3747833441	0.4212680855	4.7666163878
4870	ICLE	GEBA1059	think	absent	obj	German	written	55	35	20	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4871	ICE-GB	S2B-013	think	present	obj	English	spoken	222	54	168	0	9	1	0	0.3747833441	0.4212680855	4.7666163878
4872	ICE-GB	S2A-031	think	absent	obj	English	spoken	122	14	108	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4873	ICE-GB	S2B-010	think	absent	obj	English	spoken	83	10	73	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4874	ICLE	GEBA1026	think	absent	obj	German	written	57	11	46	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4875	ICE-GB	S1A-095	think	absent	obj	English	spoken	102	11	91	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4876	ICLE	GEBA1030	think	present	obj	German	written	73	21	52	0	17	1	0	0.3747833441	0.4212680855	4.7666163878
4877	LINDSEI	GE002	think	absent	obj	German	spoken	26	11	15	0	7	1	0	0.3747833441	0.4212680855	4.7666163878
4878	ICLE	SPM07010	think	present	obj	Spanish	written	34	11	23	0	0	4	0	0.3747833441	0.4212680855	4.7666163878
4879	LINDSEI	GE045	think	absent	obj	German	spoken	34	15	19	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4880	ICE-GB	S1B-030	think	absent	obj	English	spoken	189	175	14	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4881	ICLE	SPM04010	think	present	obj	Spanish	written	79	61	18	0	13	1	0	0.3747833441	0.4212680855	4.7666163878
4882	ICE-GB	S1A-072	think	absent	obj	English	spoken	43	8	35	0	0	3	0	0.3747833441	0.4212680855	4.7666163878
4883	ICE-GB	S1A-001	think	absent	obj	English	spoken	165	75	90	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4884	ICE-GB	S1B-058	think	absent	obj	English	spoken	135	38	97	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4885	ICE-GB	S2A-036	think	present	obj	English	spoken	56	14	42	0	0	11	0	0.3747833441	0.4212680855	4.7666163878
4886	ICE-GB	S1B-035	think	absent	obj	English	spoken	75	21	54	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4887	ICE-GB	S1B-039	think	present	obj	English	spoken	90	10	80	0	0	3	0	0.3747833441	0.4212680855	4.7666163878
4888	ICE-GB	S1B-021	think	absent	obj	English	spoken	149	29	120	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4889	ICE-GB	S1B-039	think	absent	obj	English	spoken	38	14	24	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4890	ICLE	SPM03040	think	present	obj	Spanish	written	38	17	21	0	7	4	0	0.3747833441	0.4212680855	4.7666163878
4891	ICE-GB	S1B-034	think	present	obj	English	spoken	62	19	43	0	0	3	0	0.3747833441	0.4212680855	4.7666163878
4892	ICE-GB	W1B-010	think	absent	obj	English	written	62	11	51	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4893	ICE-GB	S1B-022	think	present	obj	English	spoken	70	8	62	0	0	11	0	0.3747833441	0.4212680855	4.7666163878
4894	ICLE	SPM04048	think	present	obj	Spanish	written	48	39	9	0	0	2	0	0.3747833441	0.4212680855	4.7666163878
4895	LINDSEI	GE039	think	absent	obj	German	spoken	37	10	27	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4896	ICE-GB	S1A-054	think	absent	obj	English	spoken	34	14	20	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4897	ICE-GB	S2B-032	think	present	obj	English	spoken	157	61	96	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4898	LINDSEI	SP030	think	present	obj	Spanish	spoken	29	7	22	0	16	1	0	0.3747833441	0.4212680855	4.7666163878
4899	LINDSEI	SP014	think	absent	obj	Spanish	spoken	22	8	14	0	21	1	0	0.3747833441	0.4212680855	4.7666163878
4900	ICE-GB	S1B-033	think	absent	obj	English	spoken	76	38	38	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4901	ICE-GB	S1A-054	think	absent	obj	English	spoken	83	23	60	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4902	ICE-GB	S2B-007	think	present	obj	English	spoken	48	14	34	0	0	3	0	0.3747833441	0.4212680855	4.7666163878
4903	ICLE	GESA4006	think	present	obj	German	written	77	20	57	0	2	94	0	0.3747833441	0.4212680855	4.7666163878
4904	ICLE	SPM07019	think	present	obj	Spanish	written	118	57	61	0	0	4	0	0.3747833441	0.4212680855	4.7666163878
4905	ICE-GB	S1A-051	think	absent	obj	English	spoken	137	14	123	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4906	ICE-GB	S1A-013	think	absent	obj	English	spoken	61	42	19	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4907	ICE-GB	W2F-020	think	absent	obj	English	written	49	12	37	0	0	3	0	0.3747833441	0.4212680855	4.7666163878
4908	LINDSEI	SP008	think	absent	obj	Spanish	spoken	28	11	17	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4909	ICE-GB	S1A-026	think	absent	obj	English	spoken	69	13	56	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4910	ICE-GB	S2A-051	think	absent	obj	English	spoken	43	13	30	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4911	ICE-GB	S1B-021	think	absent	obj	English	spoken	82	28	54	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4912	ICLE	GEBA1030	think	present	obj	German	written	77	24	53	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4913	ICE-GB	S1B-037	think	absent	obj	English	spoken	75	8	67	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4914	ICE-GB	S1A-062	think	absent	obj	English	spoken	29	11	18	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4915	ICLE	GEBA1031	think	present	obj	German	written	142	39	103	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4916	ICLE	GESA5043	think	present	obj	German	written	115	78	37	0	10	1	0	0.3747833441	0.4212680855	4.7666163878
4917	ICE-GB	S1B-058	think	absent	obj	English	spoken	99	19	80	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4918	ICE-GB	S1B-020	think	absent	obj	English	spoken	97	20	77	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4919	LINDSEI	GE028	think	absent	obj	German	spoken	43	20	23	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4920	ICE-GB	S1A-095	think	absent	obj	English	spoken	31	9	22	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4921	ICLE	SPM04045	think	present	obj	Spanish	written	30	19	11	0	0	4	0	0.3747833441	0.4212680855	4.7666163878
4922	ICLE	SPM02001	think	present	obj	Spanish	written	24	8	16	0	0	7	0	0.3747833441	0.4212680855	4.7666163878
4923	ICE-GB	S1A-001	think	present	obj	English	spoken	116	38	78	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4924	LINDSEI	SP047	think	present	obj	Spanish	spoken	33	7	26	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4925	ICE-GB	S1A-001	think	absent	obj	English	spoken	89	85	4	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4926	ICE-GB	S1A-058	think	absent	obj	English	spoken	97	43	54	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4927	LINDSEI	GE014	think	absent	obj	German	spoken	63	16	47	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4928	ICE-GB	S1B-027	think	absent	obj	English	spoken	272	27	245	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4929	ICE-GB	S1B-027	think	absent	obj	English	spoken	136	32	104	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4930	ICE-GB	S1B-041	think	absent	obj	English	spoken	84	57	27	0	4	1	0	0.3747833441	0.4212680855	4.7666163878
4931	ICE-GB	S1A-051	think	absent	obj	English	spoken	105	18	87	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4932	ICLE	SPM04002	think	present	obj	Spanish	written	64	51	13	0	12	2	0	0.3747833441	0.4212680855	4.7666163878
4933	ICE-GB	S1A-078	think	absent	obj	English	spoken	31	10	21	0	0	3	0	0.3747833441	0.4212680855	4.7666163878
4934	LINDSEI	GE040	think	absent	obj	German	spoken	33	14	19	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4935	ICLE	SPM09006	think	present	obj	Spanish	written	100	29	71	0	13	1	0	0.3747833441	0.4212680855	4.7666163878
4936	LINDSEI	SP031	think	absent	obj	Spanish	spoken	82	5	77	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4937	LINDSEI	GE035	think	absent	obj	German	spoken	43	31	12	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4938	ICE-GB	S1A-004	think	absent	obj	English	spoken	24	18	6	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4939	LINDSEI	GE033	think	absent	obj	German	spoken	36	19	17	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
