CASE	DURATION	POSINTURN	SEX	CLASS	LENGTH	VOWELS	SURPRISAL	FREQ
4912	308	1	male	open	2	two+	8	14
4913	250	2	male	open	2	two+	8	14
4914	97	6	male	closed	2	one	0	13
4915	150	7	male	closed	2	one	3	16
4916	164	8	male	closed	2	one	9	14
4917	278	9	male	open	5	two+	11	9
4918	327	10	male	open	3	two+	9	11
4919	99	1	female	closed	3	one	7	16
4920	56	3	female	closed	1	one	3	15
4921	144	5	female	closed	2	two+	5	16
4922	100	6	female	closed	3	two+	8	14
4923	129	7	female	closed	2	two+	3	16
4924	66	8	female	closed	1	one	4	15
4925	229	9	female	open	3	two+	6	12
4926	134	10	female	closed	2	one	3	17
4927	109	1	female	open	3	two+	7	15
4928	97	2	female	closed	2	two+	4	18
4929	99	3	female	closed	2	two+	6	13
4930	57	4	female	closed	2	one	0	16
4931	175	5	female	open	4	two+	8	9
4932	136	6	female	closed	2	one	1	17
4933	232	7	female	open	3	two+	10	9
4934	262	9	female	closed	3	two+	10	15
4935	233	10	female	closed	2	one	3	18
4936	103	2	male	closed	2	one	2	18
4937	35	4	male	closed	1	one	2	17
4938	151	5	male	open	4	two+	8	12
4939	108	6	male	closed	3	one	2	13
4940	70	8	male	closed	2	one	4	17
4941	68	10	male	closed	2	one	1	17
4942	151	1	female	closed	1	one	7	15
4943	341	2	female	open	7	two+	13	8
4944	122	3	female	closed	1	one	3	18
4945	107	4	female	closed	3	one	5	15
4946	127	5	female	closed	2	one	1	16
4947	264	6	female	open	3	one	9	9
4948	78	7	female	closed	2	two+	3	17
4949	100	8	female	closed	1	one	7	18
4950	100	10	female	closed	2	one	1	16
4951	62	1	male	open	3	two+	7	15
4952	51	3	male	closed	2	one	4	16
4953	71	4	male	closed	2	one	1	16
4954	114	5	male	open	3	one	8	13
4955	266	6	male	closed	3	one	4	15
4956	146	7	male	closed	2	one	8	16
4957	123	8	male	closed	1	one	2	17
4958	127	9	male	closed	2	one	4	18
4959	270	10	male	open	4	one	14	8
4960	120	1	female	closed	3	two+	7	16
4961	112	2	female	closed	2	two+	7	14
4962	73	4	female	closed	2	one	0	17
4963	262	6	female	open	2	two+	7	14
4964	129	7	female	closed	3	one	10	11
4965	97	8	female	closed	2	two+	5	17
4966	59	9	female	closed	1	one	1	17
4967	352	1	male	open	3	one	7	15
4968	134	2	male	closed	1	one	2	18
4969	237	3	male	open	4	two+	6	15
4970	229	4	male	open	4	one	7	12
4971	151	5	male	closed	1	one	4	18
4972	168	6	male	closed	3	one	5	15
4973	119	8	male	closed	3	two+	4	16
4974	220	9	male	open	4	one	9	11
4975	114	10	male	closed	2	two+	2	18
4976	162	1	female	closed	1	one	7	15
4977	145	2	female	closed	3	one	9	14
4978	161	4	female	closed	3	two+	6	14
4979	93	6	female	closed	3	two+	4	15
4980	108	8	female	open	4	two+	9	13
4981	192	9	female	closed	3	one	5	13
4982	127	10	female	closed	2	two+	4	17
4983	223	1	female	closed	1	one	7	15
4984	211	2	female	closed	2	one	9	13
4985	74	3	female	closed	3	one	4	15
4986	116	5	female	open	3	one	5	15
4987	71	6	female	closed	1	one	3	17
4988	166	8	female	open	3	two+	3	10
4989	162	9	female	closed	2	two+	5	16
4990	110	1	male	closed	3	two+	5	17
4991	90	2	male	closed	2	one	5	16
4992	74	3	male	closed	3	two+	5	15
4993	28	4	male	closed	2	one	1	16
4994	75	5	male	open	2	two+	3	15
4995	37	6	male	closed	2	one	4	17
4996	116	7	male	closed	3	one	3	16
4997	97	8	male	closed	2	one	5	17
4998	184	9	male	open	2	two+	5	16
4999	236	10	male	open	3	two+	9	13
5000	200	1	male	open	3	two+	7	15
5001	38	2	male	closed	1	one	2	18
5002	48	3	male	closed	1	one	3	14
5003	139	4	male	closed	3	one	2	15
5004	198	5	male	open	4	one	5	14
5005	237	6	male	closed	2	one	4	14
5006	183	10	male	closed	2	one	4	16
5007	109	1	male	closed	2	two+	7	15
5008	29	2	male	closed	1	one	2	17
5009	186	3	male	open	4	two+	7	12
5010	207	4	male	closed	2	two+	7	15
5011	382	5	male	open	4	one	6	12
5012	85	6	male	closed	2	one	7	15
5013	130	8	male	closed	3	one	4	15
5014	124	9	male	closed	2	one	7	15
5015	230	10	male	open	3	two+	5	12
5016	119	3	female	open	4	two+	3	15
5017	75	4	female	closed	2	one	2	17
5018	244	5	female	closed	2	one	4	16
5019	106	6	female	closed	2	one	9	14
5020	155	8	female	open	4	one	13	11
5021	117	9	female	closed	2	one	6	17
5022	304	10	female	open	4	two+	7	13
5023	141	1	female	closed	1	one	7	15
5024	227	3	female	open	4	two+	7	14
5025	98	4	female	closed	2	one	0	17
5026	139	6	female	closed	2	two+	9	14
5027	199	7	female	open	2	two+	7	10
5028	161	9	female	closed	2	one	3	18
5029	217	10	female	open	3	one	10	11
5030	36	1	male	closed	1	one	5	18
5031	144	2	male	open	3	one	3	14
5032	150	4	male	open	3	two+	5	14
5033	118	6	male	closed	3	one	6	14
5034	172	7	male	open	3	two+	7	12
5035	175	10	male	closed	3	one	6	16
5036	98	1	male	closed	2	one	5	18
5037	105	2	male	closed	2	one	4	16
5038	115	5	male	open	4	one	4	15
5039	96	6	male	closed	3	one	3	17
5040	138	1	female	open	4	two+	9	13
5041	90	4	female	closed	1	one	3	18
5042	116	5	female	open	2	two+	5	15
5043	80	6	female	closed	2	one	4	18
5044	184	7	female	closed	3	one	4	15
5045	164	8	female	open	3	two+	8	11
5046	89	9	female	closed	2	one	1	17
5047	124	10	female	closed	2	one	6	14
5048	141	1	female	closed	1	one	7	15
5049	128	2	female	closed	1	one	3	18
5050	152	3	female	closed	3	two+	5	15
5051	196	4	female	open	5	two+	15	11
5052	138	5	female	closed	2	one	4	17
5053	82	6	female	open	3	two+	10	13
5054	74	7	female	closed	2	one	3	17
5055	193	8	female	closed	2	two+	7	15
5056	132	9	female	closed	2	two+	7	17
5057	231	10	female	closed	2	one	7	17
5058	112	2	male	closed	2	one	7	15
5059	88	6	male	open	2	one	4	14
5060	48	7	male	closed	2	one	3	17
5061	403	9	male	open	9	two+	14	9
5062	386	10	male	open	6	one	9	9
5063	47	1	male	closed	2	one	5	18
5064	36	2	male	closed	1	one	3	15
5065	212	5	male	closed	3	one	2	13
5066	52	6	male	closed	2	one	5	18
5067	116	8	male	closed	3	one	3	15
5068	312	9	male	open	6	two+	13	5
5069	95	10	male	closed	2	two+	3	17
5070	166	1	female	closed	3	one	5	17
5071	274	3	female	closed	3	one	6	12
5072	56	4	female	closed	2	one	7	17
5073	169	6	female	open	3	two+	10	9
5074	238	9	female	open	5	one	12	10
5075	327	10	female	open	3	two+	3	11
5076	454	3	female	open	4	two+	9	10
5077	258	5	female	open	4	two+	6	14
5078	76	6	female	closed	2	two+	1	17
5079	239	7	female	open	3	two+	8	11
5080	274	8	female	closed	2	two+	5	16
5081	130	9	female	closed	2	one	1	18
5082	453	10	female	open	4	two+	14	6
5083	76	1	male	open	3	one	7	15
5084	138	2	male	closed	3	one	4	17
5085	51	3	male	closed	1	one	2	17
5086	90	4	male	closed	2	one	4	18
5087	195	5	male	open	4	two+	8	12
5088	465	6	male	open	8	two+	4	11
5089	169	7	male	open	3	two+	4	13
5090	123	8	male	closed	2	two+	3	16
5091	73	9	male	closed	2	one	3	16
5092	134	10	male	closed	2	two+	3	17
5093	138	1	male	open	3	two+	9	14
5094	123	2	male	closed	2	one	2	17
5095	165	3	male	closed	2	two+	6	17
5096	189	5	male	closed	3	one	4	15
5097	171	6	male	closed	3	one	5	17
5098	72	7	male	closed	1	one	2	17
5099	92	8	male	closed	2	one	4	18
5100	337	9	male	open	5	two+	15	7
5101	243	10	male	open	4	two+	7	7
5102	372	2	male	number	6	one	8	13
5103	121	3	male	closed	3	one	6	17
5104	195	6	male	open	4	two+	6	9
5105	169	7	male	open	3	two+	7	13
5106	58	8	male	closed	2	two+	4	17
5107	47	9	male	closed	2	two+	6	12
5108	112	2	male	closed	3	one	7	14
5109	216	3	male	closed	2	one	6	15
5110	572	4	male	open	7	two+	14	5
5111	191	6	male	closed	3	one	11	13
5112	85	7	male	closed	1	one	5	18
5113	279	8	male	open	4	two+	9	11
5114	443	10	male	closed	2	one	9	14
5115	112	1	male	closed	1	one	7	15
5116	89	2	male	closed	1	one	3	18
5117	186	3	male	open	4	two+	8	12
5118	252	5	male	closed	4	one	7	12
5119	77	6	male	closed	2	one	4	17
5120	237	7	male	open	5	two+	13	12
5121	154	8	male	closed	2	one	1	15
5122	82	9	male	closed	2	one	5	17
5123	309	10	male	open	4	two+	11	12
5124	179	1	male	closed	3	one	5	17
5125	217	3	male	open	4	two+	10	9
5126	121	4	male	closed	4	two+	6	14
5127	284	5	male	propname	6	one	11	5
5128	74	6	male	closed	3	two+	4	16
5129	141	7	male	closed	2	one	6	16
5130	113	9	male	closed	2	two+	2	18
5131	180	1	male	closed	2	one	5	18
5132	235	3	male	open	2	two+	5	14
5133	72	4	male	closed	2	one	4	17
5134	155	5	male	open	2	two+	5	16
5135	123	6	male	closed	3	two+	4	17
5136	131	8	male	closed	3	one	6	15
5137	138	9	male	closed	2	one	3	18
5138	247	10	male	open	2	two+	9	14
5139	94	3	female	closed	1	one	4	15
5140	156	4	female	open	3	two+	6	14
5141	222	6	female	closed	3	one	6	14
5142	95	7	female	closed	2	two+	5	17
5143	204	8	female	number	3	one	13	10
5144	307	9	female	open	7	two+	6	8
5145	201	10	female	open	2	two+	8	14
5146	313	3	female	open	3	two+	6	12
5147	183	5	female	open	2	two+	7	15
5148	115	6	female	closed	2	one	7	16
5149	281	8	female	closed	2	one	15	14
5150	378	9	female	open	3	two+	7	15
5151	260	10	female	closed	1	one	9	15
5152	89	1	male	closed	2	one	7	15
5153	184	4	male	closed	2	one	2	14
5154	114	5	male	closed	1	one	4	17
5155	151	7	male	closed	1	one	5	18
5156	77	8	male	closed	1	one	5	14
5157	124	9	male	closed	2	two+	3	15
5158	127	1	male	closed	2	two+	9	14
5159	148	2	male	open	3	two+	4	12
5160	175	3	male	closed	3	two+	7	14
5161	122	4	male	number	3	two+	11	15
5162	86	5	male	closed	2	one	3	17
5163	196	6	male	closed	3	one	6	13
5164	330	7	male	open	4	two+	9	8
5165	372	8	male	number	4	one	7	13
5166	308	10	male	propname	4	one	11	9
5167	162	2	male	closed	2	one	6	14
5168	207	3	male	open	4	two+	8	9
5169	188	4	male	closed	3	one	7	14
5170	156	5	male	closed	2	two+	8	14
5171	384	6	male	open	4	two+	14	4
5172	240	7	male	open	3	one	4	9
5173	150	9	male	closed	1	one	5	15
5174	277	10	male	closed	6	one	3	13
5175	80	2	female	closed	2	one	5	16
5176	92	3	female	closed	1	one	2	17
5177	318	4	female	open	4	two+	12	9
5178	410	5	female	open	5	one	9	7
5179	348	6	female	open	4	two+	7	10
5180	233	7	female	closed	2	two+	3	15
5181	195	8	female	closed	2	one	7	13
5182	255	9	female	open	3	one	8	12
5183	603	10	female	open	6	two+	11	8
5184	263	1	female	open	3	two+	7	15
5185	217	2	female	open	4	one	10	13
5186	172	3	female	closed	3	one	7	14
5187	259	4	female	open	5	two+	8	9
5188	129	7	female	closed	3	two+	10	14
5189	164	9	female	open	4	two+	5	13
5190	198	1	female	closed	2	one	6	16
5191	172	2	female	closed	3	one	4	16
5192	126	3	female	closed	2	two+	5	16
5193	376	7	female	open	4	two+	3	14
5194	137	8	female	closed	3	one	4	17
5195	100	9	female	closed	2	two+	4	18
5196	102	10	female	closed	3	one	4	15
5197	90	3	female	closed	2	two+	8	14
5198	174	4	female	open	4	two+	5	10
5199	72	5	female	closed	1	one	3	17
5200	317	6	female	open	8	two+	14	8
5201	124	9	female	open	3	one	17	4
5202	220	10	female	open	3	one	2	8
5203	164	1	female	closed	2	one	9	13
5204	74	3	female	closed	2	two+	2	18
5205	140	4	female	closed	3	one	5	16
5206	117	6	female	open	4	one	8	11
5207	285	7	female	closed	3	one	10	13
5208	147	8	female	closed	2	one	9	15
5209	322	10	female	open	3	one	7	9
5210	140	1	male	closed	1	one	5	18
5211	163	2	male	open	4	two+	3	15
5212	105	3	male	closed	1	one	3	18
5213	117	4	male	open	4	two+	3	15
5214	94	5	male	closed	2	one	4	18
5215	190	6	male	closed	3	one	7	13
5216	236	7	male	open	4	two+	9	11
5217	318	8	male	open	7	two+	11	1
5218	141	9	male	closed	2	one	1	17
5219	192	10	male	open	2	two+	8	14
5220	160	1	male	open	3	one	9	14
5221	198	2	male	closed	2	one	2	16
5222	204	3	male	closed	2	two+	6	16
5223	72	4	male	closed	1	one	2	17
5224	100	5	male	closed	1	one	3	17
5225	172	6	male	open	3	one	5	14
5226	157	8	male	closed	2	two+	4	17
5227	152	9	male	closed	2	two+	8	18
5228	56	1	female	closed	1	one	5	18
5229	63	2	female	closed	1	one	3	14
5230	206	3	female	open	4	two+	4	12
5231	100	4	female	closed	1	one	3	18
5232	113	5	female	closed	3	two+	5	15
5233	81	6	female	closed	2	two+	1	16
5234	127	9	female	closed	2	two+	3	17
5235	218	10	female	open	4	two+	12	14
5236	102	1	male	closed	3	one	5	17
5237	31	2	male	closed	1	one	2	17
5238	46	4	male	closed	1	one	3	18
5239	76	5	male	closed	1	one	3	14
5240	189	6	male	open	4	one	5	12
5241	61	7	male	closed	2	two+	6	15
5242	78	8	male	closed	2	two+	3	16
5243	75	9	male	closed	2	two+	4	16
5244	81	10	male	closed	2	one	1	16
5245	118	1	female	open	3	one	7	15
5246	89	2	female	closed	2	one	5	16
5247	68	3	female	closed	1	one	4	15
5248	157	4	female	open	5	two+	9	9
5249	328	6	female	open	3	two+	10	10
5250	135	7	female	closed	2	one	5	16
5251	186	9	female	unclear	3	two+	11	9
5252	120	10	female	closed	2	one	5	16
5253	132	2	male	open	3	two+	9	11
5254	61	4	male	closed	3	two+	8	14
5255	127	5	male	closed	1	one	2	18
5256	168	6	male	open	3	two+	9	14
5257	162	7	male	closed	2	one	3	17
5258	91	8	male	closed	3	one	12	15
5259	102	9	male	closed	2	one	1	16
5260	91	10	male	closed	1	one	5	18
5261	203	1	female	closed	3	one	9	13
5262	161	2	female	closed	3	one	4	17
5263	113	4	female	closed	1	one	3	17
5264	239	5	female	open	4	two+	14	7
5265	303	6	female	closed	2	one	5	16
5266	234	7	female	closed	3	one	3	16
5267	112	8	female	closed	2	one	4	16
5268	70	9	female	closed	2	two+	3	17
5269	216	1	female	closed	2	one	7	15
5270	63	2	female	closed	1	one	2	17
5271	99	3	female	closed	1	one	3	17
5272	261	4	female	open	3	two+	7	12
5273	200	5	female	closed	3	two+	5	15
5274	434	7	female	number	6	one	8	13
5275	313	8	female	number	2	one	4	14
5276	408	9	female	number	5	one	8	11
5277	219	10	female	number	3	one	3	13
5278	252	1	female	closed	2	one	6	16
5279	281	2	female	open	3	two+	6	13
5280	264	3	female	number	3	one	6	15
5281	559	5	female	closed	3	one	6	13
5282	148	6	female	closed	2	one	8	17
5283	280	9	female	open	5	one	14	10
5284	283	10	female	closed	2	one	2	15
5285	130	3	female	closed	1	one	7	17
5286	801	4	female	open	6	two+	15	7
5287	198	5	female	open	2	two+	7	15
5288	343	6	female	propname	5	one	13	9
5289	102	7	female	closed	1	one	3	17
5290	260	8	female	open	4	two+	7	14
5291	115	9	female	closed	1	one	6	17
5292	319	10	female	open	5	two+	15	7
5293	156	1	female	closed	1	one	7	15
5294	291	2	female	closed	3	one	3	15
5295	143	3	female	closed	2	one	6	16
5296	88	4	female	closed	1	one	2	17
5297	199	5	female	open	3	two+	5	15
5298	151	6	female	closed	2	two+	3	17
5299	130	8	female	closed	2	two+	6	14
5300	401	9	female	open	4	two+	9	7
5301	80	1	male	closed	2	two+	7	16
5302	87	2	male	closed	1	one	5	14
5303	105	3	male	closed	2	one	2	15
5304	114	4	male	closed	2	one	10	16
5305	67	5	male	closed	1	one	5	14
5306	113	6	male	closed	2	one	2	15
5307	205	7	male	number	5	two+	11	12
5308	126	9	male	closed	3	one	9	15
5309	174	10	male	open	2	two+	5	13
5310	215	1	male	closed	2	one	7	15
5311	81	2	male	closed	2	one	4	17
5312	64	3	male	closed	1	one	1	17
5313	173	4	male	open	4	one	7	13
5314	72	5	male	closed	1	one	2	17
5315	351	6	male	open	4	one	12	7
5316	110	7	male	closed	2	two+	7	14
5317	117	8	male	open	3	two+	4	12
5318	116	9	male	closed	2	two+	6	16
5319	113	1	male	closed	2	one	5	17
5320	43	2	male	closed	1	one	1	17
5321	209	4	male	closed	3	one	5	17
5322	107	5	male	closed	2	two+	5	17
5323	209	7	male	closed	3	two+	4	15
5324	219	8	male	open	3	two+	7	15
5325	221	10	male	open	3	two+	3	14
5326	146	2	female	open	3	two+	3	14
5327	138	3	female	closed	2	one	6	17
5328	155	4	female	closed	2	one	2	18
5329	187	5	female	closed	2	one	10	16
5330	80	6	female	closed	3	one	5	15
5331	76	7	female	closed	2	one	1	16
5332	274	8	female	open	4	two+	6	14
5333	149	9	female	open	3	two+	6	15
5334	212	2	female	open	3	two+	5	13
5335	60	3	female	closed	2	one	3	17
5336	99	4	female	closed	3	one	3	16
5337	488	5	female	open	4	two+	13	12
5338	182	7	female	open	4	two+	5	14
5339	142	8	female	closed	2	one	9	16
5340	117	9	female	closed	2	two+	1	18
5341	573	10	female	open	8	two+	10	9
5342	136	1	male	closed	1	one	7	15
5343	198	2	male	open	3	two+	4	15
5344	155	4	male	closed	3	one	8	13
5345	87	5	male	closed	2	one	9	16
5346	167	7	male	open	4	two+	9	13
5347	101	8	male	closed	2	one	5	15
5348	421	9	male	open	4	two+	12	12
5349	137	1	female	closed	3	one	5	17
5350	242	2	female	open	3	two+	4	15
5351	304	4	female	open	7	one	14	7
5352	125	5	female	closed	3	one	7	14
5353	149	6	female	closed	2	two+	6	15
5354	158	7	female	closed	2	two+	9	13
5355	212	8	female	closed	2	one	3	12
5356	129	9	female	closed	2	one	6	18
5357	256	10	female	open	2	one	3	15
5358	45	2	male	closed	1	one	2	15
5359	299	3	male	open	6	two+	9	11
5360	405	4	male	open	3	two+	6	12
5361	141	5	male	closed	2	two+	5	18
5362	192	6	male	open	4	one	7	15
5363	122	7	male	closed	3	one	5	16
5364	88	8	male	closed	2	one	2	17
5365	453	9	male	open	5	two+	11	7
5366	280	10	male	closed	3	one	7	14
5367	68	1	female	closed	3	two+	5	17
5368	118	2	female	closed	2	two+	7	15
5369	59	3	female	closed	2	one	4	16
5370	107	4	female	closed	3	one	4	16
5371	82	5	female	closed	2	one	3	16
5372	187	9	female	open	3	two+	4	15
5373	139	2	male	closed	3	two+	6	15
5374	79	3	male	closed	2	two+	1	16
5375	143	4	male	open	3	one	8	13
5376	130	5	male	closed	2	two+	5	17
5377	142	6	male	closed	2	one	2	18
5378	277	7	male	open	3	two+	7	15
5379	306	1	male	open	6	two+	11	11
5380	131	2	male	closed	2	one	4	18
5381	261	3	male	open	5	one	8	11
5382	286	4	male	open	2	two+	3	11
5383	147	5	male	closed	3	one	5	16
5384	403	6	male	open	5	two+	13	8
5385	275	8	male	open	5	two+	15	6
5386	177	9	male	closed	3	one	3	17
5387	122	1	male	closed	2	two+	6	16
5388	99	2	male	closed	3	two+	4	16
5389	130	3	male	closed	2	two+	4	16
5390	172	5	male	open	3	one	8	13
5391	63	6	male	closed	2	one	0	17
5392	195	7	male	open	4	two+	6	14
5393	90	9	male	closed	2	one	8	16
5394	94	10	male	closed	2	one	1	16
5395	90	2	male	closed	3	two+	3	13
5396	70	3	male	closed	2	two+	6	16
5397	123	5	male	open	4	one	5	14
5398	81	6	male	closed	2	one	7	16
5399	136	7	male	closed	2	one	2	18
5400	121	9	male	open	4	two+	9	13
5401	137	10	male	unclear	1	one	7	16
5402	54	1	male	closed	1	one	5	18
5403	43	2	male	closed	1	one	4	15
5404	384	4	male	open	6	two+	7	8
5405	363	6	male	open	4	two+	9	12
5406	138	8	male	closed	2	two+	4	18
5407	223	9	male	open	3	two+	10	12
5408	208	10	male	closed	4	one	4	14
5409	624	1	male	closed	2	one	6	16
5410	197	2	male	closed	2	two+	7	15
5411	285	4	male	open	5	two+	10	8
5412	138	8	male	closed	3	two+	7	14
5413	220	9	male	closed	2	one	4	15
5414	176	10	male	closed	3	one	3	16
5415	173	1	male	closed	2	one	7	15
5416	75	2	male	closed	1	one	2	17
5417	346	3	male	open	7	two+	14	8
5418	185	4	male	open	2	two+	6	15
5419	243	5	male	closed	3	one	5	13
5420	124	6	male	closed	1	one	6	18
5421	98	7	male	closed	2	one	6	13
5422	79	8	male	closed	2	one	0	16
5423	401	9	male	open	5	two+	7	11
5424	217	1	male	closed	2	one	6	16
5425	154	2	male	open	3	one	5	15
5426	108	3	male	closed	1	one	2	18
5427	127	5	male	closed	1	one	3	18
5428	70	6	male	closed	1	one	3	14
5429	134	9	male	closed	2	two+	0	18
5430	195	10	male	open	2	two+	8	13
5431	171	1	female	closed	2	one	7	16
5432	107	3	female	closed	2	one	1	15
5433	96	5	female	closed	2	one	6	17
5434	256	6	female	closed	3	one	6	13
5435	123	7	female	closed	2	two+	9	16
5436	73	8	female	closed	1	one	2	17
5437	238	10	female	number	2	one	7	13
5438	165	2	male	closed	3	one	8	16
5439	85	3	male	closed	1	one	3	17
5440	227	4	male	closed	2	one	5	17
5441	250	6	male	open	3	two+	11	14
5442	115	7	male	closed	2	two+	4	17
5443	181	8	male	open	3	one	9	10
5444	220	9	male	closed	2	one	3	15
5445	444	10	male	closed	3	two+	3	17
5446	286	1	female	closed	2	one	6	16
5447	332	2	female	open	3	two+	12	13
5448	178	4	female	closed	2	two+	9	17
5449	281	5	female	open	2	two+	6	14
5450	147	6	female	open	4	two+	8	15
5451	131	7	female	closed	2	one	5	18
5452	150	8	female	number	2	two+	8	14
5453	139	1	female	closed	2	one	6	16
5454	67	3	female	closed	2	one	4	16
5455	55	4	female	closed	2	two+	7	16
5456	93	6	female	open	3	two+	8	13
5457	122	7	female	closed	3	two+	4	15
5458	103	8	female	closed	1	one	3	17
5459	249	10	female	open	4	two+	4	7
5460	195	1	male	closed	2	one	6	16
5461	61	2	male	closed	1	one	4	18
5462	118	3	male	open	3	one	3	14
5463	129	4	male	closed	2	one	4	18
5464	169	5	male	closed	2	one	5	18
5465	221	6	male	open	4	one	11	9
5466	163	7	male	closed	3	two+	5	16
5467	309	9	male	open	3	two+	9	12
5468	179	10	male	open	2	two+	9	12
5469	212	1	female	closed	2	one	6	16
5470	155	2	female	open	4	one	13	11
5471	150	3	female	closed	2	one	2	17
5472	183	4	female	open	3	one	17	9
5473	64	9	female	closed	1	one	3	17
5474	307	10	female	closed	3	one	10	13
5475	130	1	male	closed	1	one	7	15
5476	422	2	male	open	6	two+	12	9
5477	103	3	male	closed	2	one	6	17
5478	553	5	male	open	9	two+	17	6
5479	206	6	male	closed	2	one	5	16
5480	141	8	male	closed	2	two+	4	16
5481	104	9	male	closed	2	one	3	16
5482	95	1	male	closed	2	one	5	17
5483	80	2	male	closed	1	one	1	17
5484	167	3	male	closed	3	one	4	15
5485	170	4	male	closed	3	two+	6	14
5486	97	6	male	closed	2	one	6	16
5487	72	7	male	closed	1	one	3	17
5488	230	8	male	open	3	two+	6	12
5489	183	10	male	number	2	one	4	14
5490	135	1	male	open	3	two+	11	12
5491	173	2	male	closed	2	one	4	13
5492	108	4	male	closed	2	one	7	13
5493	173	5	male	open	2	two+	7	13
5494	202	6	male	open	2	two+	7	16
5495	89	7	male	closed	2	two+	6	16
5496	38	8	male	closed	1	one	5	14
5497	134	9	male	open	3	two+	5	15
5498	421	10	male	open	4	one	9	10
5499	125	1	female	closed	3	one	8	15
5500	192	2	female	closed	2	two+	8	15
5501	225	3	female	open	3	two+	15	9
5502	126	4	female	closed	2	two+	9	16
5503	295	5	female	open	6	two+	16	9
5504	100	6	female	open	3	two+	9	15
5505	91	7	female	closed	2	one	6	15
5506	68	8	female	closed	2	one	5	15
5507	135	9	female	open	3	one	6	15
5508	277	10	female	open	5	two+	8	9
5509	172	1	male	closed	2	one	7	15
5510	148	3	male	closed	3	two+	3	16
5511	240	4	male	number	3	one	6	15
5512	332	6	male	open	4	two+	7	12
5513	207	7	male	closed	3	one	7	14
5514	189	8	male	closed	3	one	4	16
5515	494	10	male	open	7	two+	6	9
5516	41	2	female	closed	1	one	3	18
5517	35	3	female	closed	1	one	3	14
5518	92	4	female	closed	3	two+	2	15
5519	196	7	female	closed	3	one	6	17
5520	183	8	female	open	3	two+	16	6
5521	165	9	female	closed	3	two+	2	14
5522	153	10	female	closed	2	one	5	15
5523	264	1	male	closed	2	one	6	16
5524	116	3	male	closed	2	two+	5	17
5525	71	4	male	closed	1	one	1	17
5526	200	5	male	closed	3	one	4	15
5527	116	6	male	closed	2	one	7	17
5528	61	7	male	closed	1	one	1	17
5529	145	8	male	closed	3	two+	4	15
5530	303	10	male	open	2	two+	12	10
5531	337	1	female	closed	1	one	7	15
5532	227	2	female	closed	2	one	3	16
5533	134	3	female	closed	2	one	6	18
5534	201	4	female	open	2	one	5	14
5535	44	6	female	closed	1	one	1	17
5536	222	7	female	open	8	two+	8	12
5537	78	8	female	closed	2	one	8	14
5538	224	9	female	open	3	two+	8	7
5539	163	10	female	open	3	two+	7	13
5540	269	1	male	open	2	one	7	15
5541	171	2	male	closed	1	one	3	18
5542	185	3	male	open	3	two+	5	14
5543	154	4	male	open	3	two+	4	15
5544	234	5	male	closed	2	one	11	11
5545	230	6	male	closed	2	one	1	11
5546	117	8	male	closed	2	two+	0	13
5547	82	9	male	closed	2	one	2	15
5548	85	1	female	closed	2	one	5	17
5549	221	2	female	closed	2	one	4	16
5550	136	3	female	closed	2	one	7	16
5551	284	4	female	open	4	two+	12	13
5552	222	5	female	open	4	two+	6	11
5553	76	6	female	closed	2	one	4	18
5554	142	7	female	open	2	one	3	15
5555	75	8	female	closed	3	two+	6	14
5556	157	9	female	closed	2	one	2	18
5557	195	10	female	open	4	one	6	15
5558	132	2	male	closed	2	one	4	17
5559	130	3	male	closed	3	one	8	15
5560	203	4	male	closed	2	one	4	15
5561	131	6	male	closed	2	one	3	17
5562	157	8	male	number	3	two+	8	15
5563	204	9	male	closed	2	one	3	17
5564	138	1	male	closed	2	two+	4	18
5565	142	3	male	closed	1	one	5	15
5566	82	4	male	open	3	two+	7	13
5567	137	6	male	open	3	one	5	14
5568	179	7	male	closed	2	one	6	13
5569	105	8	male	closed	2	one	5	17
5570	111	9	male	closed	1	one	4	17
5571	84	1	male	closed	2	two+	5	18
5572	140	2	male	closed	3	two+	6	14
5573	72	3	male	open	3	one	6	14
5574	78	4	male	closed	3	two+	7	13
5575	240	5	male	open	5	one	9	11
5576	111	6	male	open	3	two+	10	13
5577	123	8	male	closed	3	two+	10	14
5578	63	9	male	closed	2	two+	2	16
5579	117	10	male	closed	2	one	4	18
5580	90	1	female	closed	1	one	5	18
5581	118	2	female	open	3	two+	6	15
5582	65	3	female	closed	2	one	3	17
5583	151	4	female	open	3	two+	4	15
5584	451	5	female	open	7	two+	14	7
5585	77	6	female	closed	2	two+	5	17
5586	126	7	female	open	2	two+	4	14
5587	145	8	female	closed	3	one	6	15
5588	95	9	female	closed	2	one	4	17
5589	230	10	female	open	2	two+	10	12
5590	118	1	male	closed	2	two+	6	16
5591	177	2	male	closed	2	one	5	16
5592	192	3	male	closed	1	one	10	15
5593	177	4	male	closed	2	one	3	16
5594	274	5	male	open	5	one	13	12
5595	142	6	male	closed	2	two+	5	18
5596	102	8	male	closed	2	one	4	17
5597	45	9	male	closed	2	two+	6	12
5598	164	10	male	closed	2	one	1	17
5599	111	1	male	open	2	two+	8	14
5600	54	3	male	closed	1	one	4	17
5601	167	4	male	closed	3	one	8	14
5602	282	5	male	open	4	two+	12	7
5603	327	6	male	open	3	two+	2	5
5604	64	7	male	closed	2	two+	5	16
5605	136	8	male	closed	3	two+	5	14
